javax.persistence:Access:public,abstract,interface::java.lang.annotation.Annotation:value:public,abstract:0::javax.persistence.AccessType::3PP
javax.persistence:Basic:public,abstract,interface::java.lang.annotation.Annotation:fetch:public,abstract:0::javax.persistence.FetchType::3PP
javax.persistence:Basic:public,abstract,interface::java.lang.annotation.Annotation:optional:public,abstract:0::boolean::3PP
javax.persistence:Cache:public,abstract,interface:::contains:public,abstract:2:java.lang.Class,java.lang.Object:boolean::3PP
javax.persistence:Cache:public,abstract,interface:::evict:public,abstract:2:java.lang.Class,java.lang.Object:void::3PP
javax.persistence:Cache:public,abstract,interface:::evict:public,abstract:1:java.lang.Class:void::3PP
javax.persistence:Cache:public,abstract,interface:::evictAll:public,abstract:0::void::3PP
javax.persistence:Cache:public,abstract,interface:::unwrap:public,abstract:1:java.lang.Class:java.lang.Object::3PP
javax.persistence:ConstraintMode:public,final:java.lang.Enum::values:public,static:0::javax.persistence.ConstraintMode[]::3PP
javax.persistence:ConstraintMode:public,final:java.lang.Enum::valueOf:public,static:1:java.lang.String:javax.persistence.ConstraintMode::3PP
javax.persistence:ConstraintMode:public,final:java.lang.Enum::<init>:private:2:java.lang.String,int:void::3PP
javax.persistence:ConstraintMode:public,final:java.lang.Enum::<clinit>:static:0::void::3PP
javax.persistence.criteria:CriteriaDelete:public,abstract,interface::javax.persistence.criteria.CommonAbstractCriteria:from:public,abstract:1:java.lang.Class:javax.persistence.criteria.Root::3PP
javax.persistence.criteria:CriteriaDelete:public,abstract,interface::javax.persistence.criteria.CommonAbstractCriteria:from:public,abstract:1:javax.persistence.metamodel.EntityType:javax.persistence.criteria.Root::3PP
javax.persistence.criteria:CriteriaDelete:public,abstract,interface::javax.persistence.criteria.CommonAbstractCriteria:getRoot:public,abstract:0::javax.persistence.criteria.Root::3PP
javax.persistence.criteria:CriteriaDelete:public,abstract,interface::javax.persistence.criteria.CommonAbstractCriteria:where:public,abstract:1:javax.persistence.criteria.Expression:javax.persistence.criteria.CriteriaDelete::3PP
javax.persistence.criteria:CriteriaDelete:public,abstract,interface::javax.persistence.criteria.CommonAbstractCriteria:where:public,abstract,transient:1:javax.persistence.criteria.Predicate[]:javax.persistence.criteria.CriteriaDelete::3PP
javax.persistence.criteria:CriteriaQuery:public,abstract,interface::javax.persistence.criteria.AbstractQuery:select:public,abstract:1:javax.persistence.criteria.Selection:javax.persistence.criteria.CriteriaQuery::3PP
javax.persistence.criteria:CriteriaQuery:public,abstract,interface::javax.persistence.criteria.AbstractQuery:multiselect:public,abstract,transient:1:javax.persistence.criteria.Selection[]:javax.persistence.criteria.CriteriaQuery::3PP
javax.persistence.criteria:CriteriaQuery:public,abstract,interface::javax.persistence.criteria.AbstractQuery:multiselect:public,abstract:1:java.util.List:javax.persistence.criteria.CriteriaQuery::3PP
javax.persistence.criteria:CriteriaQuery:public,abstract,interface::javax.persistence.criteria.AbstractQuery:where:public,abstract:1:javax.persistence.criteria.Expression:javax.persistence.criteria.CriteriaQuery::3PP
javax.persistence.criteria:CriteriaQuery:public,abstract,interface::javax.persistence.criteria.AbstractQuery:where:public,abstract,transient:1:javax.persistence.criteria.Predicate[]:javax.persistence.criteria.CriteriaQuery::3PP
javax.persistence.criteria:CriteriaQuery:public,abstract,interface::javax.persistence.criteria.AbstractQuery:groupBy:public,abstract,transient:1:javax.persistence.criteria.Expression[]:javax.persistence.criteria.CriteriaQuery::3PP
javax.persistence.criteria:CriteriaQuery:public,abstract,interface::javax.persistence.criteria.AbstractQuery:groupBy:public,abstract:1:java.util.List:javax.persistence.criteria.CriteriaQuery::3PP
javax.persistence.criteria:CriteriaQuery:public,abstract,interface::javax.persistence.criteria.AbstractQuery:having:public,abstract:1:javax.persistence.criteria.Expression:javax.persistence.criteria.CriteriaQuery::3PP
