javax.websocket:ClientEndpoint:public,abstract,interface::java.lang.annotation.Annotation:subprotocols:public,abstract:0::java.lang.String[]::3PP
javax.websocket:ClientEndpoint:public,abstract,interface::java.lang.annotation.Annotation:decoders:public,abstract:0::java.lang.Class[]::3PP
javax.websocket:ClientEndpoint:public,abstract,interface::java.lang.annotation.Annotation:encoders:public,abstract:0::java.lang.Class[]::3PP
javax.websocket:ClientEndpoint:public,abstract,interface::java.lang.annotation.Annotation:configurator:public,abstract:0::java.lang.Class::3PP
javax.websocket:ClientEndpointConfig$Builder$1::javax.websocket.ClientEndpointConfig$Configurator::<init>::0::void::3PP
javax.websocket:ClientEndpointConfig$Builder:public,final:java.lang.Object::create:public,static:0::javax.websocket.ClientEndpointConfig$Builder::3PP
javax.websocket:ClientEndpointConfig$Builder:public,final:java.lang.Object::<init>:private:0::void::3PP
javax.websocket:ClientEndpointConfig$Builder:public,final:java.lang.Object::build:public:0::javax.websocket.ClientEndpointConfig::3PP
javax.websocket:ClientEndpointConfig$Builder:public,final:java.lang.Object::configurator:public:1:javax.websocket.ClientEndpointConfig$Configurator:javax.websocket.ClientEndpointConfig$Builder::3PP
javax.websocket:ClientEndpointConfig$Builder:public,final:java.lang.Object::preferredSubprotocols:public:1:java.util.List:javax.websocket.ClientEndpointConfig$Builder::3PP
javax.websocket:ClientEndpointConfig$Builder:public,final:java.lang.Object::extensions:public:1:java.util.List:javax.websocket.ClientEndpointConfig$Builder::3PP
javax.websocket:ClientEndpointConfig$Builder:public,final:java.lang.Object::encoders:public:1:java.util.List:javax.websocket.ClientEndpointConfig$Builder::3PP
javax.websocket:ClientEndpointConfig$Builder:public,final:java.lang.Object::decoders:public:1:java.util.List:javax.websocket.ClientEndpointConfig$Builder::3PP
javax.websocket:ClientEndpointConfig$Builder:public,final:java.lang.Object::<clinit>:static:0::void::3PP
javax.websocket:ClientEndpointConfig$Configurator:public:java.lang.Object::<init>:public:0::void::3PP
javax.websocket:ClientEndpointConfig$Configurator:public:java.lang.Object::beforeRequest:public:1:java.util.Map:void::3PP
javax.websocket:ClientEndpointConfig$Configurator:public:java.lang.Object::afterResponse:public:1:javax.websocket.HandshakeResponse:void::3PP
javax.websocket:ClientEndpointConfig:public,abstract,interface::javax.websocket.EndpointConfig:getPreferredSubprotocols:public,abstract:0::java.util.List::3PP
javax.websocket:ClientEndpointConfig:public,abstract,interface::javax.websocket.EndpointConfig:getExtensions:public,abstract:0::java.util.List::3PP
javax.websocket:ClientEndpointConfig:public,abstract,interface::javax.websocket.EndpointConfig:getConfigurator:public,abstract:0::javax.websocket.ClientEndpointConfig$Configurator::3PP
javax.websocket:CloseReason$CloseCode:public,abstract,interface:::getCode:public,abstract:0::int::3PP
javax.websocket:CloseReason$CloseCodes$1::java.lang.Object:javax.websocket.CloseReason$CloseCode:<init>::1:int:void::3PP
javax.websocket:CloseReason$CloseCodes$1::java.lang.Object:javax.websocket.CloseReason$CloseCode:getCode:public:0::int::3PP
javax.websocket:CloseReason$CloseCodes:public,final:java.lang.Enum:javax.websocket.CloseReason$CloseCode:values:public,static:0::javax.websocket.CloseReason$CloseCodes[]::3PP
javax.websocket:CloseReason$CloseCodes:public,final:java.lang.Enum:javax.websocket.CloseReason$CloseCode:valueOf:public,static:1:java.lang.String:javax.websocket.CloseReason$CloseCodes::3PP
javax.websocket:CloseReason$CloseCodes:public,final:java.lang.Enum:javax.websocket.CloseReason$CloseCode:<init>:private:3:java.lang.String,int,int:void::3PP
javax.websocket:CloseReason$CloseCodes:public,final:java.lang.Enum:javax.websocket.CloseReason$CloseCode:getCloseCode:public,static:1:int:javax.websocket.CloseReason$CloseCode::3PP
javax.websocket:CloseReason$CloseCodes:public,final:java.lang.Enum:javax.websocket.CloseReason$CloseCode:getCode:public:0::int::3PP
javax.websocket:CloseReason$CloseCodes:public,final:java.lang.Enum:javax.websocket.CloseReason$CloseCode:<clinit>:static:0::void::3PP
javax.websocket:CloseReason:public:java.lang.Object::<init>:public:2:javax.websocket.CloseReason$CloseCode,java.lang.String:void::3PP
javax.websocket:CloseReason:public:java.lang.Object::getCloseCode:public:0::javax.websocket.CloseReason$CloseCode::3PP
javax.websocket:CloseReason:public:java.lang.Object::getReasonPhrase:public:0::java.lang.String::3PP
javax.websocket:CloseReason:public:java.lang.Object::toString:public:0::java.lang.String::3PP
javax.websocket:ContainerProvider:public,abstract:java.lang.Object::<init>:public:0::void::3PP
javax.websocket:ContainerProvider:public,abstract:java.lang.Object::getWebSocketContainer:public,static:0::javax.websocket.WebSocketContainer::3PP
javax.websocket:ContainerProvider:public,abstract:java.lang.Object::getContainer:protected,abstract:0::javax.websocket.WebSocketContainer::3PP
javax.websocket:DecodeException:public:java.lang.Exception::<init>:public:3:java.nio.ByteBuffer,java.lang.String,java.lang.Throwable:void::3PP
javax.websocket:DecodeException:public:java.lang.Exception::<init>:public:3:java.lang.String,java.lang.String,java.lang.Throwable:void::3PP
javax.websocket:DecodeException:public:java.lang.Exception::<init>:public:2:java.nio.ByteBuffer,java.lang.String:void::3PP
javax.websocket:DecodeException:public:java.lang.Exception::<init>:public:2:java.lang.String,java.lang.String:void::3PP
javax.websocket:DecodeException:public:java.lang.Exception::getBytes:public:0::java.nio.ByteBuffer::3PP
javax.websocket:DecodeException:public:java.lang.Exception::getText:public:0::java.lang.String::3PP
