:::java.lang.Object:::private:1:JDOMAbout:void::3PP
:::java.lang.Object::::2:JDOMAbout,JDOMAbout$1:void::3PP
:::java.lang.Object::::1:JDOMAbout:void::3PP
::public:java.lang.Object:::public:0::void::3PP
::public:java.lang.Object:::public,static:1:java.lang.String[]:void::3PP
org.jdom.adapters:AbstractDOMAdapter:public,abstract:java.lang.Object:org.jdom.adapters.DOMAdapter:<init>:public:0::void::3PP
org.jdom.adapters:AbstractDOMAdapter:public,abstract:java.lang.Object:org.jdom.adapters.DOMAdapter:getDocument:public:2:java.io.File,boolean:org.w3c.dom.Document::3PP
org.jdom.adapters:AbstractDOMAdapter:public,abstract:java.lang.Object:org.jdom.adapters.DOMAdapter:getDocument:public,abstract:2:java.io.InputStream,boolean:org.w3c.dom.Document::3PP
org.jdom.adapters:AbstractDOMAdapter:public,abstract:java.lang.Object:org.jdom.adapters.DOMAdapter:createDocument:public,abstract:0::org.w3c.dom.Document::3PP
org.jdom.adapters:AbstractDOMAdapter:public,abstract:java.lang.Object:org.jdom.adapters.DOMAdapter:createDocument:public:1:org.jdom.DocType:org.w3c.dom.Document::3PP
org.jdom.adapters:AbstractDOMAdapter:public,abstract:java.lang.Object:org.jdom.adapters.DOMAdapter:setInternalSubset:protected:2:org.w3c.dom.DocumentType,java.lang.String:void::3PP
org.jdom.adapters:AbstractDOMAdapter:public,abstract:java.lang.Object:org.jdom.adapters.DOMAdapter:class$:static:1:java.lang.String:java.lang.Class::3PP
org.jdom.adapters:CrimsonDOMAdapter:public:org.jdom.adapters.AbstractDOMAdapter::<init>:public:0::void::3PP
org.jdom.adapters:CrimsonDOMAdapter:public:org.jdom.adapters.AbstractDOMAdapter::getDocument:public:2:java.io.InputStream,boolean:org.w3c.dom.Document::3PP
org.jdom.adapters:CrimsonDOMAdapter:public:org.jdom.adapters.AbstractDOMAdapter::createDocument:public:0::org.w3c.dom.Document::3PP
org.jdom.adapters:DOMAdapter:public,abstract,interface:::getDocument:public,abstract:2:java.io.File,boolean:org.w3c.dom.Document::3PP
