android.content.res:AssetFileDescriptor$AutoCloseInputStream:public:android.os.ParcelFileDescriptor$AutoCloseInputStream::<init>:public:1:android.content.res.AssetFileDescriptor:void::3PP
android.content.res:AssetFileDescriptor$AutoCloseInputStream:public:android.os.ParcelFileDescriptor$AutoCloseInputStream::available:public:0::int::3PP
android.content.res:AssetFileDescriptor$AutoCloseInputStream:public:android.os.ParcelFileDescriptor$AutoCloseInputStream::read:public:0::int::3PP
android.content.res:AssetFileDescriptor$AutoCloseInputStream:public:android.os.ParcelFileDescriptor$AutoCloseInputStream::read:public:3:byte[],int,int:int::3PP
android.content.res:AssetFileDescriptor$AutoCloseInputStream:public:android.os.ParcelFileDescriptor$AutoCloseInputStream::read:public:1:byte[]:int::3PP
android.content.res:AssetFileDescriptor$AutoCloseInputStream:public:android.os.ParcelFileDescriptor$AutoCloseInputStream::skip:public:1:long:long::3PP
android.content.res:AssetFileDescriptor$AutoCloseInputStream:public:android.os.ParcelFileDescriptor$AutoCloseInputStream::mark:public:1:int:void::3PP
android.content.res:AssetFileDescriptor$AutoCloseInputStream:public:android.os.ParcelFileDescriptor$AutoCloseInputStream::markSupported:public:0::boolean::3PP
android.content.res:AssetFileDescriptor$AutoCloseInputStream:public:android.os.ParcelFileDescriptor$AutoCloseInputStream::reset:public,synchronized:0::void::3PP
android.content.res:AssetFileDescriptor$AutoCloseOutputStream:public:android.os.ParcelFileDescriptor$AutoCloseOutputStream::<init>:public:1:android.content.res.AssetFileDescriptor:void::3PP
android.content.res:AssetFileDescriptor$AutoCloseOutputStream:public:android.os.ParcelFileDescriptor$AutoCloseOutputStream::write:public:3:byte[],int,int:void::3PP
android.content.res:AssetFileDescriptor$AutoCloseOutputStream:public:android.os.ParcelFileDescriptor$AutoCloseOutputStream::write:public:1:byte[]:void::3PP
android.content.res:AssetFileDescriptor$AutoCloseOutputStream:public:android.os.ParcelFileDescriptor$AutoCloseOutputStream::write:public:1:int:void::3PP
android.content.res:AssetFileDescriptor:public:java.lang.Object:android.os.Parcelable,java.io.Closeable:<init>:public:3:android.os.ParcelFileDescriptor,long,long:void::3PP
android.content.res:AssetFileDescriptor:public:java.lang.Object:android.os.Parcelable,java.io.Closeable:<init>:public:4:android.os.ParcelFileDescriptor,long,long,android.os.Bundle:void::3PP
android.content.res:AssetFileDescriptor:public:java.lang.Object:android.os.Parcelable,java.io.Closeable:getParcelFileDescriptor:public:0::android.os.ParcelFileDescriptor::3PP
android.content.res:AssetFileDescriptor:public:java.lang.Object:android.os.Parcelable,java.io.Closeable:getFileDescriptor:public:0::java.io.FileDescriptor::3PP
android.content.res:AssetFileDescriptor:public:java.lang.Object:android.os.Parcelable,java.io.Closeable:getStartOffset:public:0::long::3PP
android.content.res:AssetFileDescriptor:public:java.lang.Object:android.os.Parcelable,java.io.Closeable:getExtras:public:0::android.os.Bundle::3PP
android.content.res:AssetFileDescriptor:public:java.lang.Object:android.os.Parcelable,java.io.Closeable:getLength:public:0::long::3PP
android.content.res:AssetFileDescriptor:public:java.lang.Object:android.os.Parcelable,java.io.Closeable:getDeclaredLength:public:0::long::3PP
android.content.res:AssetFileDescriptor:public:java.lang.Object:android.os.Parcelable,java.io.Closeable:close:public:0::void::3PP
android.content.res:AssetFileDescriptor:public:java.lang.Object:android.os.Parcelable,java.io.Closeable:createInputStream:public:0::java.io.FileInputStream::3PP
android.content.res:AssetFileDescriptor:public:java.lang.Object:android.os.Parcelable,java.io.Closeable:createOutputStream:public:0::java.io.FileOutputStream::3PP
android.content.res:AssetFileDescriptor:public:java.lang.Object:android.os.Parcelable,java.io.Closeable:toString:public:0::java.lang.String::3PP
android.content.res:AssetFileDescriptor:public:java.lang.Object:android.os.Parcelable,java.io.Closeable:describeContents:public:0::int::3PP
android.content.res:AssetFileDescriptor:public:java.lang.Object:android.os.Parcelable,java.io.Closeable:writeToParcel:public:2:android.os.Parcel,int:void::3PP
android.content.res:AssetFileDescriptor:public:java.lang.Object:android.os.Parcelable,java.io.Closeable:<clinit>:static:0::void::3PP
android.content.res:AssetManager$AssetInputStream:public,final:java.io.InputStream::<init>::1:android.content.res.AssetManager:void::3PP
android.content.res:AssetManager$AssetInputStream:public,final:java.io.InputStream::read:public,final:0::int::3PP
android.content.res:AssetManager$AssetInputStream:public,final:java.io.InputStream::markSupported:public,final:0::boolean::3PP
