org.apache.logging.log4j:EventLogger:public,final:java.lang.Object::<init>:private:0::void::3PP
org.apache.logging.log4j:EventLogger:public,final:java.lang.Object::logEvent:public,static:1:org.apache.logging.log4j.message.StructuredDataMessage:void::3PP
org.apache.logging.log4j:EventLogger:public,final:java.lang.Object::logEvent:public,static:2:org.apache.logging.log4j.message.StructuredDataMessage,org.apache.logging.log4j.Level:void::3PP
org.apache.logging.log4j:EventLogger:public,final:java.lang.Object::<clinit>:static:0::void::3PP
org.apache.logging.log4j:Level:public,final:java.lang.Object:java.lang.Comparable,java.io.Serializable:<init>:private:2:java.lang.String,int:void::3PP
org.apache.logging.log4j:Level:public,final:java.lang.Object:java.lang.Comparable,java.io.Serializable:intLevel:public:0::int::3PP
org.apache.logging.log4j:Level:public,final:java.lang.Object:java.lang.Comparable,java.io.Serializable:getStandardLevel:public:0::org.apache.logging.log4j.spi.StandardLevel::3PP
org.apache.logging.log4j:Level:public,final:java.lang.Object:java.lang.Comparable,java.io.Serializable:isInRange:public:2:org.apache.logging.log4j.Level,org.apache.logging.log4j.Level:boolean::3PP
org.apache.logging.log4j:Level:public,final:java.lang.Object:java.lang.Comparable,java.io.Serializable:isLessSpecificThan:public:1:org.apache.logging.log4j.Level:boolean::3PP
org.apache.logging.log4j:Level:public,final:java.lang.Object:java.lang.Comparable,java.io.Serializable:isMoreSpecificThan:public:1:org.apache.logging.log4j.Level:boolean::3PP
org.apache.logging.log4j:Level:public,final:java.lang.Object:java.lang.Comparable,java.io.Serializable:clone:public:0::org.apache.logging.log4j.Level::3PP
org.apache.logging.log4j:Level:public,final:java.lang.Object:java.lang.Comparable,java.io.Serializable:compareTo:public:1:org.apache.logging.log4j.Level:int::3PP
org.apache.logging.log4j:Level:public,final:java.lang.Object:java.lang.Comparable,java.io.Serializable:equals:public:1:java.lang.Object:boolean::3PP
org.apache.logging.log4j:Level:public,final:java.lang.Object:java.lang.Comparable,java.io.Serializable:getDeclaringClass:public:0::java.lang.Class::3PP
org.apache.logging.log4j:Level:public,final:java.lang.Object:java.lang.Comparable,java.io.Serializable:hashCode:public:0::int::3PP
org.apache.logging.log4j:Level:public,final:java.lang.Object:java.lang.Comparable,java.io.Serializable:name:public:0::java.lang.String::3PP
org.apache.logging.log4j:Level:public,final:java.lang.Object:java.lang.Comparable,java.io.Serializable:toString:public:0::java.lang.String::3PP
org.apache.logging.log4j:Level:public,final:java.lang.Object:java.lang.Comparable,java.io.Serializable:forName:public,static:2:java.lang.String,int:org.apache.logging.log4j.Level::3PP
org.apache.logging.log4j:Level:public,final:java.lang.Object:java.lang.Comparable,java.io.Serializable:getLevel:public,static:1:java.lang.String:org.apache.logging.log4j.Level::3PP
org.apache.logging.log4j:Level:public,final:java.lang.Object:java.lang.Comparable,java.io.Serializable:toLevel:public,static:1:java.lang.String:org.apache.logging.log4j.Level::3PP
org.apache.logging.log4j:Level:public,final:java.lang.Object:java.lang.Comparable,java.io.Serializable:toLevel:public,static:2:java.lang.String,org.apache.logging.log4j.Level:org.apache.logging.log4j.Level::3PP
org.apache.logging.log4j:Level:public,final:java.lang.Object:java.lang.Comparable,java.io.Serializable:values:public,static:0::org.apache.logging.log4j.Level[]::3PP
org.apache.logging.log4j:Level:public,final:java.lang.Object:java.lang.Comparable,java.io.Serializable:valueOf:public,static:1:java.lang.String:org.apache.logging.log4j.Level::3PP
org.apache.logging.log4j:Level:public,final:java.lang.Object:java.lang.Comparable,java.io.Serializable:valueOf:public,static:2:java.lang.Class,java.lang.String:java.lang.Enum::3PP
org.apache.logging.log4j:Level:public,final:java.lang.Object:java.lang.Comparable,java.io.Serializable:readResolve:protected:0::java.lang.Object::3PP
org.apache.logging.log4j:Level:public,final:java.lang.Object:java.lang.Comparable,java.io.Serializable:clone:public,volatile:0::java.lang.Object::3PP
org.apache.logging.log4j:Level:public,final:java.lang.Object:java.lang.Comparable,java.io.Serializable:compareTo:public,volatile:1:java.lang.Object:int::3PP
org.apache.logging.log4j:Level:public,final:java.lang.Object:java.lang.Comparable,java.io.Serializable:<clinit>:static:0::void::3PP
org.apache.logging.log4j:Logger:public,abstract,interface:::catching:public,abstract:2:org.apache.logging.log4j.Level,java.lang.Throwable:void::3PP
org.apache.logging.log4j:Logger:public,abstract,interface:::catching:public,abstract:1:java.lang.Throwable:void::3PP
org.apache.logging.log4j:Logger:public,abstract,interface:::debug:public,abstract:2:org.apache.logging.log4j.Marker,org.apache.logging.log4j.message.Message:void::3PP
org.apache.logging.log4j:Logger:public,abstract,interface:::debug:public,abstract:3:org.apache.logging.log4j.Marker,org.apache.logging.log4j.message.Message,java.lang.Throwable:void::3PP
org.apache.logging.log4j:Logger:public,abstract,interface:::debug:public,abstract:2:org.apache.logging.log4j.Marker,org.apache.logging.log4j.util.MessageSupplier:void::3PP
org.apache.logging.log4j:Logger:public,abstract,interface:::debug:public,abstract:3:org.apache.logging.log4j.Marker,org.apache.logging.log4j.util.MessageSupplier,java.lang.Throwable:void::3PP
org.apache.logging.log4j:Logger:public,abstract,interface:::debug:public,abstract:2:org.apache.logging.log4j.Marker,java.lang.Object:void::3PP
org.apache.logging.log4j:Logger:public,abstract,interface:::debug:public,abstract:3:org.apache.logging.log4j.Marker,java.lang.Object,java.lang.Throwable:void::3PP
org.apache.logging.log4j:Logger:public,abstract,interface:::debug:public,abstract:2:org.apache.logging.log4j.Marker,java.lang.String:void::3PP
org.apache.logging.log4j:Logger:public,abstract,interface:::debug:public,abstract,transient:3:org.apache.logging.log4j.Marker,java.lang.String,java.lang.Object[]:void::3PP
org.apache.logging.log4j:Logger:public,abstract,interface:::debug:public,abstract,transient:3:org.apache.logging.log4j.Marker,java.lang.String,org.apache.logging.log4j.util.Supplier[]:void::3PP
org.apache.logging.log4j:Logger:public,abstract,interface:::debug:public,abstract:3:org.apache.logging.log4j.Marker,java.lang.String,java.lang.Throwable:void::3PP
org.apache.logging.log4j:Logger:public,abstract,interface:::debug:public,abstract:2:org.apache.logging.log4j.Marker,org.apache.logging.log4j.util.Supplier:void::3PP
org.apache.logging.log4j:Logger:public,abstract,interface:::debug:public,abstract:3:org.apache.logging.log4j.Marker,org.apache.logging.log4j.util.Supplier,java.lang.Throwable:void::3PP
org.apache.logging.log4j:Logger:public,abstract,interface:::debug:public,abstract:1:org.apache.logging.log4j.message.Message:void::3PP
org.apache.logging.log4j:Logger:public,abstract,interface:::debug:public,abstract:2:org.apache.logging.log4j.message.Message,java.lang.Throwable:void::3PP
org.apache.logging.log4j:Logger:public,abstract,interface:::debug:public,abstract:1:org.apache.logging.log4j.util.MessageSupplier:void::3PP
org.apache.logging.log4j:Logger:public,abstract,interface:::debug:public,abstract:2:org.apache.logging.log4j.util.MessageSupplier,java.lang.Throwable:void::3PP
org.apache.logging.log4j:Logger:public,abstract,interface:::debug:public,abstract:1:java.lang.Object:void::3PP
org.apache.logging.log4j:Logger:public,abstract,interface:::debug:public,abstract:2:java.lang.Object,java.lang.Throwable:void::3PP
org.apache.logging.log4j:Logger:public,abstract,interface:::debug:public,abstract:1:java.lang.String:void::3PP
org.apache.logging.log4j:Logger:public,abstract,interface:::debug:public,abstract,transient:2:java.lang.String,java.lang.Object[]:void::3PP
org.apache.logging.log4j:Logger:public,abstract,interface:::debug:public,abstract,transient:2:java.lang.String,org.apache.logging.log4j.util.Supplier[]:void::3PP
org.apache.logging.log4j:Logger:public,abstract,interface:::debug:public,abstract:2:java.lang.String,java.lang.Throwable:void::3PP
org.apache.logging.log4j:Logger:public,abstract,interface:::debug:public,abstract:1:org.apache.logging.log4j.util.Supplier:void::3PP
org.apache.logging.log4j:Logger:public,abstract,interface:::debug:public,abstract:2:org.apache.logging.log4j.util.Supplier,java.lang.Throwable:void::3PP
org.apache.logging.log4j:Logger:public,abstract,interface:::entry:public,abstract:0::void::3PP
org.apache.logging.log4j:Logger:public,abstract,interface:::entry:public,abstract,transient:1:java.lang.Object[]:void::3PP
org.apache.logging.log4j:Logger:public,abstract,interface:::error:public,abstract:2:org.apache.logging.log4j.Marker,org.apache.logging.log4j.message.Message:void::3PP
org.apache.logging.log4j:Logger:public,abstract,interface:::error:public,abstract:3:org.apache.logging.log4j.Marker,org.apache.logging.log4j.message.Message,java.lang.Throwable:void::3PP
org.apache.logging.log4j:Logger:public,abstract,interface:::error:public,abstract:2:org.apache.logging.log4j.Marker,org.apache.logging.log4j.util.MessageSupplier:void::3PP
org.apache.logging.log4j:Logger:public,abstract,interface:::error:public,abstract:3:org.apache.logging.log4j.Marker,org.apache.logging.log4j.util.MessageSupplier,java.lang.Throwable:void::3PP
org.apache.logging.log4j:Logger:public,abstract,interface:::error:public,abstract:2:org.apache.logging.log4j.Marker,java.lang.Object:void::3PP
org.apache.logging.log4j:Logger:public,abstract,interface:::error:public,abstract:3:org.apache.logging.log4j.Marker,java.lang.Object,java.lang.Throwable:void::3PP
org.apache.logging.log4j:Logger:public,abstract,interface:::error:public,abstract:2:org.apache.logging.log4j.Marker,java.lang.String:void::3PP
org.apache.logging.log4j:Logger:public,abstract,interface:::error:public,abstract,transient:3:org.apache.logging.log4j.Marker,java.lang.String,java.lang.Object[]:void::3PP
org.apache.logging.log4j:Logger:public,abstract,interface:::error:public,abstract,transient:3:org.apache.logging.log4j.Marker,java.lang.String,org.apache.logging.log4j.util.Supplier[]:void::3PP
org.apache.logging.log4j:Logger:public,abstract,interface:::error:public,abstract:3:org.apache.logging.log4j.Marker,java.lang.String,java.lang.Throwable:void::3PP
org.apache.logging.log4j:Logger:public,abstract,interface:::error:public,abstract:2:org.apache.logging.log4j.Marker,org.apache.logging.log4j.util.Supplier:void::3PP
org.apache.logging.log4j:Logger:public,abstract,interface:::error:public,abstract:3:org.apache.logging.log4j.Marker,org.apache.logging.log4j.util.Supplier,java.lang.Throwable:void::3PP
org.apache.logging.log4j:Logger:public,abstract,interface:::error:public,abstract:1:org.apache.logging.log4j.message.Message:void::3PP
org.apache.logging.log4j:Logger:public,abstract,interface:::error:public,abstract:2:org.apache.logging.log4j.message.Message,java.lang.Throwable:void::3PP
org.apache.logging.log4j:Logger:public,abstract,interface:::error:public,abstract:1:org.apache.logging.log4j.util.MessageSupplier:void::3PP
org.apache.logging.log4j:Logger:public,abstract,interface:::error:public,abstract:2:org.apache.logging.log4j.util.MessageSupplier,java.lang.Throwable:void::3PP
org.apache.logging.log4j:Logger:public,abstract,interface:::error:public,abstract:1:java.lang.Object:void::3PP
org.apache.logging.log4j:Logger:public,abstract,interface:::error:public,abstract:2:java.lang.Object,java.lang.Throwable:void::3PP
org.apache.logging.log4j:Logger:public,abstract,interface:::error:public,abstract:1:java.lang.String:void::3PP
org.apache.logging.log4j:Logger:public,abstract,interface:::error:public,abstract,transient:2:java.lang.String,java.lang.Object[]:void::3PP
