io.netty.handler.codec.socks:SocksCmdRequest$1::java.lang.Object::<clinit>:static:0::void::3PP
io.netty.handler.codec.socks:SocksAuthResponseDecoder$1::java.lang.Object::<clinit>:static:0::void::3PP
io.netty.handler.codec.socks:SocksInitResponse:public,final:io.netty.handler.codec.socks.SocksResponse::<init>:public:1:io.netty.handler.codec.socks.SocksAuthScheme:void::3PP
io.netty.handler.codec.socks:SocksInitResponse:public,final:io.netty.handler.codec.socks.SocksResponse::authScheme:public:0::io.netty.handler.codec.socks.SocksAuthScheme::3PP
io.netty.handler.codec.socks:SocksInitResponse:public,final:io.netty.handler.codec.socks.SocksResponse::encodeAsByteBuf:public:1:io.netty.buffer.ByteBuf:void::3PP
io.netty.handler.codec.socks:SocksInitRequestDecoder$1::java.lang.Object::<clinit>:static:0::void::3PP
io.netty.handler.codec.socks:SocksInitRequestDecoder:public:io.netty.handler.codec.ReplayingDecoder::<init>:public:0::void::3PP
io.netty.handler.codec.socks:SocksInitRequestDecoder:public:io.netty.handler.codec.ReplayingDecoder::decode:protected:3:io.netty.channel.ChannelHandlerContext,io.netty.buffer.ByteBuf,java.util.List:void::3PP
io.netty.handler.codec.socks:SocksAuthRequestDecoder:public:io.netty.handler.codec.ReplayingDecoder::<init>:public:0::void::3PP
io.netty.handler.codec.socks:SocksAuthRequestDecoder:public:io.netty.handler.codec.ReplayingDecoder::decode:protected:3:io.netty.channel.ChannelHandlerContext,io.netty.buffer.ByteBuf,java.util.List:void::3PP
io.netty.handler.codec.socks:SocksMessage:public,abstract:java.lang.Object::<init>:protected:1:io.netty.handler.codec.socks.SocksMessageType:void::3PP
io.netty.handler.codec.socks:SocksMessage:public,abstract:java.lang.Object::type:public:0::io.netty.handler.codec.socks.SocksMessageType::3PP
io.netty.handler.codec.socks:SocksMessage:public,abstract:java.lang.Object::protocolVersion:public:0::io.netty.handler.codec.socks.SocksProtocolVersion::3PP
io.netty.handler.codec.socks:SocksMessage:public,abstract:java.lang.Object::encodeAsByteBuf:public,abstract:1:io.netty.buffer.ByteBuf:void::3PP
io.netty.handler.codec.socks:SocksSubnegotiationVersion:public,final:java.lang.Enum::values:public,static:0::io.netty.handler.codec.socks.SocksSubnegotiationVersion[]::3PP
io.netty.handler.codec.socks:SocksSubnegotiationVersion:public,final:java.lang.Enum::valueOf:public,static:1:java.lang.String:io.netty.handler.codec.socks.SocksSubnegotiationVersion::3PP
io.netty.handler.codec.socks:SocksSubnegotiationVersion:public,final:java.lang.Enum::<init>:private:3:java.lang.String,int,byte:void::3PP
io.netty.handler.codec.socks:SocksSubnegotiationVersion:public,final:java.lang.Enum::fromByte:public,static:1:byte:io.netty.handler.codec.socks.SocksSubnegotiationVersion::3PP
io.netty.handler.codec.socks:SocksSubnegotiationVersion:public,final:java.lang.Enum::valueOf:public,static:1:byte:io.netty.handler.codec.socks.SocksSubnegotiationVersion::3PP
io.netty.handler.codec.socks:SocksSubnegotiationVersion:public,final:java.lang.Enum::byteValue:public:0::byte::3PP
io.netty.handler.codec.socks:SocksSubnegotiationVersion:public,final:java.lang.Enum::<clinit>:static:0::void::3PP
