com.fasterxml.classmate:AnnotationConfiguration$StdConfiguration:public:com.fasterxml.classmate.AnnotationConfiguration:java.io.Serializable:<init>:public:1:com.fasterxml.classmate.AnnotationInclusion:void::3PP
com.fasterxml.classmate:AnnotationConfiguration$StdConfiguration:public:com.fasterxml.classmate.AnnotationConfiguration:java.io.Serializable:getInclusionForClass:public:1:java.lang.Class:com.fasterxml.classmate.AnnotationInclusion::3PP
com.fasterxml.classmate:AnnotationConfiguration$StdConfiguration:public:com.fasterxml.classmate.AnnotationConfiguration:java.io.Serializable:getInclusionForConstructor:public:1:java.lang.Class:com.fasterxml.classmate.AnnotationInclusion::3PP
com.fasterxml.classmate:AnnotationConfiguration$StdConfiguration:public:com.fasterxml.classmate.AnnotationConfiguration:java.io.Serializable:getInclusionForField:public:1:java.lang.Class:com.fasterxml.classmate.AnnotationInclusion::3PP
com.fasterxml.classmate:AnnotationConfiguration$StdConfiguration:public:com.fasterxml.classmate.AnnotationConfiguration:java.io.Serializable:getInclusionForMethod:public:1:java.lang.Class:com.fasterxml.classmate.AnnotationInclusion::3PP
com.fasterxml.classmate:AnnotationConfiguration$StdConfiguration:public:com.fasterxml.classmate.AnnotationConfiguration:java.io.Serializable:getInclusionForParameter:public:1:java.lang.Class:com.fasterxml.classmate.AnnotationInclusion::3PP
com.fasterxml.classmate:AnnotationConfiguration$StdConfiguration:public:com.fasterxml.classmate.AnnotationConfiguration:java.io.Serializable:setInclusion:public:2:java.lang.Class,com.fasterxml.classmate.AnnotationInclusion:void::3PP
com.fasterxml.classmate:AnnotationOverrides$StdImpl:public:com.fasterxml.classmate.AnnotationOverrides::<init>:public:1:java.util.HashMap:void::3PP
com.fasterxml.classmate:AnnotationOverrides$StdImpl:public:com.fasterxml.classmate.AnnotationOverrides::mixInsFor:public:1:com.fasterxml.classmate.util.ClassKey:java.util.List::3PP
com.fasterxml.classmate:AnnotationOverrides:public,abstract:java.lang.Object:java.io.Serializable:<init>:public:0::void::3PP
com.fasterxml.classmate:AnnotationOverrides:public,abstract:java.lang.Object:java.io.Serializable:mixInsFor:public:1:java.lang.Class:java.util.List::3PP
com.fasterxml.classmate:AnnotationOverrides:public,abstract:java.lang.Object:java.io.Serializable:mixInsFor:public,abstract:1:com.fasterxml.classmate.util.ClassKey:java.util.List::3PP
com.fasterxml.classmate:AnnotationOverrides:public,abstract:java.lang.Object:java.io.Serializable:builder:public,static:0::com.fasterxml.classmate.AnnotationOverrides$StdBuilder::3PP
com.fasterxml.classmate:Annotations:public:java.lang.Object:java.io.Serializable,java.lang.Iterable:<init>:public:0::void::3PP
com.fasterxml.classmate:Annotations:public:java.lang.Object:java.io.Serializable,java.lang.Iterable:add:public:1:java.lang.annotation.Annotation:void::3PP
com.fasterxml.classmate:Annotations:public:java.lang.Object:java.io.Serializable,java.lang.Iterable:addAll:public:1:com.fasterxml.classmate.Annotations:void::3PP
com.fasterxml.classmate:Annotations:public:java.lang.Object:java.io.Serializable,java.lang.Iterable:addAsDefault:public:1:java.lang.annotation.Annotation:void::3PP
com.fasterxml.classmate:Annotations:public:java.lang.Object:java.io.Serializable,java.lang.Iterable:iterator:public:0::java.util.Iterator::3PP
com.fasterxml.classmate:Annotations:public:java.lang.Object:java.io.Serializable,java.lang.Iterable:size:public:0::int::3PP
com.fasterxml.classmate:Annotations:public:java.lang.Object:java.io.Serializable,java.lang.Iterable:get:public:1:java.lang.Class:java.lang.annotation.Annotation::3PP
com.fasterxml.classmate:Annotations:public:java.lang.Object:java.io.Serializable,java.lang.Iterable:asArray:public:0::java.lang.annotation.Annotation[]::3PP
com.fasterxml.classmate:Annotations:public:java.lang.Object:java.io.Serializable,java.lang.Iterable:asList:public:0::java.util.List::3PP
com.fasterxml.classmate:Annotations:public:java.lang.Object:java.io.Serializable,java.lang.Iterable:toString:public:0::java.lang.String::3PP
com.fasterxml.classmate:Filter:public,abstract,interface:::include:public,abstract:1:java.lang.Object:boolean::3PP
com.fasterxml.classmate:GenericType:public,abstract:java.lang.Object:java.io.Serializable,java.lang.reflect.Type:<init>:protected:0::void::3PP
com.fasterxml.classmate:MemberResolver:public:java.lang.Object:java.io.Serializable:<init>:public:1:com.fasterxml.classmate.TypeResolver:void::3PP
com.fasterxml.classmate:MemberResolver:public:java.lang.Object:java.io.Serializable:setIncludeLangObject:public:1:boolean:com.fasterxml.classmate.MemberResolver::3PP
com.fasterxml.classmate:MemberResolver:public:java.lang.Object:java.io.Serializable:setFieldFilter:public:1:com.fasterxml.classmate.Filter:com.fasterxml.classmate.MemberResolver::3PP
com.fasterxml.classmate:MemberResolver:public:java.lang.Object:java.io.Serializable:setMethodFilter:public:1:com.fasterxml.classmate.Filter:com.fasterxml.classmate.MemberResolver::3PP
com.fasterxml.classmate:MemberResolver:public:java.lang.Object:java.io.Serializable:setConstructorFilter:public:1:com.fasterxml.classmate.Filter:com.fasterxml.classmate.MemberResolver::3PP
com.fasterxml.classmate:MemberResolver:public:java.lang.Object:java.io.Serializable:resolve:public:3:com.fasterxml.classmate.ResolvedType,com.fasterxml.classmate.AnnotationConfiguration,com.fasterxml.classmate.AnnotationOverrides:com.fasterxml.classmate.ResolvedTypeWithMembers::3PP
com.fasterxml.classmate:MemberResolver:public:java.lang.Object:java.io.Serializable:_addOverrides:private:3:java.util.List,java.util.Set,java.lang.Class:void::3PP
com.fasterxml.classmate:MemberResolver:public:java.lang.Object:java.io.Serializable:_addOverrides:private:3:java.util.List,java.util.Set,com.fasterxml.classmate.ResolvedType:void::3PP
com.fasterxml.classmate:MemberResolver:public:java.lang.Object:java.io.Serializable:_gatherTypes:protected:3:com.fasterxml.classmate.ResolvedType,java.util.Set,java.util.List:void::3PP
com.fasterxml.classmate:ResolvedType:public,abstract:java.lang.Object:java.lang.reflect.Type:<init>:protected:2:java.lang.Class,com.fasterxml.classmate.TypeBindings:void::3PP
com.fasterxml.classmate:ResolvedType:public,abstract:java.lang.Object:java.lang.reflect.Type:canCreateSubtypes:public,abstract:0::boolean::3PP
com.fasterxml.classmate:ResolvedType:public,abstract:java.lang.Object:java.lang.reflect.Type:canCreateSubtype:public,final:1:java.lang.Class:boolean::3PP
com.fasterxml.classmate:ResolvedType:public,abstract:java.lang.Object:java.lang.reflect.Type:getErasedType:public:0::java.lang.Class::3PP
com.fasterxml.classmate:ResolvedType:public,abstract:java.lang.Object:java.lang.reflect.Type:getParentClass:public,abstract:0::com.fasterxml.classmate.ResolvedType::3PP
com.fasterxml.classmate:ResolvedType:public,abstract:java.lang.Object:java.lang.reflect.Type:getSelfReferencedType:public,abstract:0::com.fasterxml.classmate.ResolvedType::3PP
com.fasterxml.classmate:ResolvedType:public,abstract:java.lang.Object:java.lang.reflect.Type:getArrayElementType:public,abstract:0::com.fasterxml.classmate.ResolvedType::3PP
com.fasterxml.classmate:ResolvedType:public,abstract:java.lang.Object:java.lang.reflect.Type:getImplementedInterfaces:public,abstract:0::java.util.List::3PP
com.fasterxml.classmate:ResolvedType:public,abstract:java.lang.Object:java.lang.reflect.Type:getTypeParameters:public:0::java.util.List::3PP
com.fasterxml.classmate:ResolvedType:public,abstract:java.lang.Object:java.lang.reflect.Type:getTypeBindings:public:0::com.fasterxml.classmate.TypeBindings::3PP
com.fasterxml.classmate:ResolvedType:public,abstract:java.lang.Object:java.lang.reflect.Type:typeParametersFor:public:1:java.lang.Class:java.util.List::3PP
com.fasterxml.classmate:ResolvedType:public,abstract:java.lang.Object:java.lang.reflect.Type:findSupertype:public:1:java.lang.Class:com.fasterxml.classmate.ResolvedType::3PP
com.fasterxml.classmate:ResolvedType:public,abstract:java.lang.Object:java.lang.reflect.Type:isInterface:public,abstract:0::boolean::3PP
com.fasterxml.classmate:ResolvedType:public,abstract:java.lang.Object:java.lang.reflect.Type:isConcrete:public,final:0::boolean::3PP
com.fasterxml.classmate:ResolvedType:public,abstract:java.lang.Object:java.lang.reflect.Type:isAbstract:public,abstract:0::boolean::3PP
com.fasterxml.classmate:ResolvedType:public,abstract:java.lang.Object:java.lang.reflect.Type:isArray:public,abstract:0::boolean::3PP
com.fasterxml.classmate:ResolvedType:public,abstract:java.lang.Object:java.lang.reflect.Type:isPrimitive:public,abstract:0::boolean::3PP
com.fasterxml.classmate:ResolvedType:public,abstract:java.lang.Object:java.lang.reflect.Type:isInstanceOf:public,final:1:java.lang.Class:boolean::3PP
com.fasterxml.classmate:ResolvedType:public,abstract:java.lang.Object:java.lang.reflect.Type:getConstructors:public:0::java.util.List::3PP
com.fasterxml.classmate:ResolvedType:public,abstract:java.lang.Object:java.lang.reflect.Type:getMemberFields:public:0::java.util.List::3PP
com.fasterxml.classmate:ResolvedType:public,abstract:java.lang.Object:java.lang.reflect.Type:getMemberMethods:public:0::java.util.List::3PP
com.fasterxml.classmate:ResolvedType:public,abstract:java.lang.Object:java.lang.reflect.Type:getStaticFields:public:0::java.util.List::3PP
com.fasterxml.classmate:ResolvedType:public,abstract:java.lang.Object:java.lang.reflect.Type:getStaticMethods:public:0::java.util.List::3PP
com.fasterxml.classmate:ResolvedType:public,abstract:java.lang.Object:java.lang.reflect.Type:getSignature:public:0::java.lang.String::3PP
com.fasterxml.classmate:ResolvedType:public,abstract:java.lang.Object:java.lang.reflect.Type:getErasedSignature:public:0::java.lang.String::3PP
com.fasterxml.classmate:ResolvedType:public,abstract:java.lang.Object:java.lang.reflect.Type:getFullDescription:public:0::java.lang.String::3PP
com.fasterxml.classmate:ResolvedType:public,abstract:java.lang.Object:java.lang.reflect.Type:getBriefDescription:public:0::java.lang.String::3PP
com.fasterxml.classmate:ResolvedType:public,abstract:java.lang.Object:java.lang.reflect.Type:appendBriefDescription:public,abstract:1:java.lang.StringBuilder:java.lang.StringBuilder::3PP
com.fasterxml.classmate:ResolvedType:public,abstract:java.lang.Object:java.lang.reflect.Type:appendFullDescription:public,abstract:1:java.lang.StringBuilder:java.lang.StringBuilder::3PP
com.fasterxml.classmate:ResolvedType:public,abstract:java.lang.Object:java.lang.reflect.Type:appendSignature:public,abstract:1:java.lang.StringBuilder:java.lang.StringBuilder::3PP
com.fasterxml.classmate:ResolvedType:public,abstract:java.lang.Object:java.lang.reflect.Type:appendErasedSignature:public,abstract:1:java.lang.StringBuilder:java.lang.StringBuilder::3PP
com.fasterxml.classmate:ResolvedType:public,abstract:java.lang.Object:java.lang.reflect.Type:toString:public:0::java.lang.String::3PP
com.fasterxml.classmate:ResolvedType:public,abstract:java.lang.Object:java.lang.reflect.Type:hashCode:public:0::int::3PP
com.fasterxml.classmate:ResolvedType:public,abstract:java.lang.Object:java.lang.reflect.Type:equals:public:1:java.lang.Object:boolean::3PP
com.fasterxml.classmate:ResolvedType:public,abstract:java.lang.Object:java.lang.reflect.Type:_appendClassSignature:protected:1:java.lang.StringBuilder:java.lang.StringBuilder::3PP
com.fasterxml.classmate:ResolvedType:public,abstract:java.lang.Object:java.lang.reflect.Type:_appendErasedClassSignature:protected:1:java.lang.StringBuilder:java.lang.StringBuilder::3PP
com.fasterxml.classmate:ResolvedType:public,abstract:java.lang.Object:java.lang.reflect.Type:_appendClassDescription:protected:1:java.lang.StringBuilder:java.lang.StringBuilder::3PP
com.fasterxml.classmate:ResolvedType:public,abstract:java.lang.Object:java.lang.reflect.Type:_appendClassName:protected:1:java.lang.StringBuilder:java.lang.StringBuilder::3PP
com.fasterxml.classmate:ResolvedType:public,abstract:java.lang.Object:java.lang.reflect.Type:_getFields:protected:1:boolean:com.fasterxml.classmate.members.RawField[]::3PP
com.fasterxml.classmate:ResolvedType:public,abstract:java.lang.Object:java.lang.reflect.Type:_getMethods:protected:1:boolean:com.fasterxml.classmate.members.RawMethod[]::3PP
com.fasterxml.classmate:ResolvedType:public,abstract:java.lang.Object:java.lang.reflect.Type:_getConstructors:protected:0::com.fasterxml.classmate.members.RawConstructor[]::3PP
com.fasterxml.classmate:ResolvedType:public,abstract:java.lang.Object:java.lang.reflect.Type:<clinit>:static:0::void::3PP
com.fasterxml.classmate:ResolvedTypeWithMembers$AnnotationHandler:final:java.lang.Object::<init>:public:1:com.fasterxml.classmate.AnnotationConfiguration:void::3PP
com.fasterxml.classmate:ResolvedTypeWithMembers$AnnotationHandler:final:java.lang.Object::includeConstructorAnnotation:public:1:java.lang.annotation.Annotation:boolean::3PP
com.fasterxml.classmate:ResolvedTypeWithMembers$AnnotationHandler:final:java.lang.Object::includeFieldAnnotation:public:1:java.lang.annotation.Annotation:boolean::3PP
com.fasterxml.classmate:ResolvedTypeWithMembers$AnnotationHandler:final:java.lang.Object::includeMethodAnnotation:public:1:java.lang.annotation.Annotation:boolean::3PP
com.fasterxml.classmate:ResolvedTypeWithMembers$AnnotationHandler:final:java.lang.Object::methodInclusion:public:1:java.lang.annotation.Annotation:com.fasterxml.classmate.AnnotationInclusion::3PP
com.fasterxml.classmate:ResolvedTypeWithMembers$AnnotationHandler:final:java.lang.Object::includeParameterAnnotation:public:1:java.lang.annotation.Annotation:boolean::3PP
com.fasterxml.classmate:ResolvedTypeWithMembers$AnnotationHandler:final:java.lang.Object::parameterInclusion:public:1:java.lang.annotation.Annotation:com.fasterxml.classmate.AnnotationInclusion::3PP
com.fasterxml.classmate:ResolvedTypeWithMembers:public:java.lang.Object::<init>:public:7:com.fasterxml.classmate.TypeResolver,com.fasterxml.classmate.AnnotationConfiguration,com.fasterxml.classmate.members.HierarchicType,com.fasterxml.classmate.members.HierarchicType[],com.fasterxml.classmate.Filter,com.fasterxml.classmate.Filter,com.fasterxml.classmate.Filter:void::3PP
com.fasterxml.classmate:ResolvedTypeWithMembers:public:java.lang.Object::size:public:0::int::3PP
com.fasterxml.classmate:ResolvedTypeWithMembers:public:java.lang.Object::allTypesAndOverrides:public:0::java.util.List::3PP
com.fasterxml.classmate:ResolvedTypeWithMembers:public:java.lang.Object::mainTypeAndOverrides:public:0::java.util.List::3PP
com.fasterxml.classmate:ResolvedTypeWithMembers:public:java.lang.Object::overridesOnly:public:0::java.util.List::3PP
com.fasterxml.classmate:ResolvedTypeWithMembers:public:java.lang.Object::getStaticFields:public:0::com.fasterxml.classmate.members.ResolvedField[]::3PP
com.fasterxml.classmate:ResolvedTypeWithMembers:public:java.lang.Object::getStaticMethods:public:0::com.fasterxml.classmate.members.ResolvedMethod[]::3PP
com.fasterxml.classmate:ResolvedTypeWithMembers:public:java.lang.Object::getMemberFields:public:0::com.fasterxml.classmate.members.ResolvedField[]::3PP
com.fasterxml.classmate:ResolvedTypeWithMembers:public:java.lang.Object::getMemberMethods:public:0::com.fasterxml.classmate.members.ResolvedMethod[]::3PP
com.fasterxml.classmate:ResolvedTypeWithMembers:public:java.lang.Object::getConstructors:public:0::com.fasterxml.classmate.members.ResolvedConstructor[]::3PP
com.fasterxml.classmate:ResolvedTypeWithMembers:public:java.lang.Object::resolveConstructors:protected:0::com.fasterxml.classmate.members.ResolvedConstructor[]::3PP
com.fasterxml.classmate:ResolvedTypeWithMembers:public:java.lang.Object::resolveMemberFields:protected:0::com.fasterxml.classmate.members.ResolvedField[]::3PP
com.fasterxml.classmate:ResolvedTypeWithMembers:public:java.lang.Object::resolveMemberMethods:protected:0::com.fasterxml.classmate.members.ResolvedMethod[]::3PP
com.fasterxml.classmate:ResolvedTypeWithMembers:public:java.lang.Object::resolveStaticFields:protected:0::com.fasterxml.classmate.members.ResolvedField[]::3PP
com.fasterxml.classmate:ResolvedTypeWithMembers:public:java.lang.Object::resolveStaticMethods:protected:0::com.fasterxml.classmate.members.ResolvedMethod[]::3PP
com.fasterxml.classmate:ResolvedTypeWithMembers:public:java.lang.Object::resolveConstructor:protected:1:com.fasterxml.classmate.members.RawConstructor:com.fasterxml.classmate.members.ResolvedConstructor::3PP
com.fasterxml.classmate:ResolvedTypeWithMembers:public:java.lang.Object::resolveField:protected:1:com.fasterxml.classmate.members.RawField:com.fasterxml.classmate.members.ResolvedField::3PP
com.fasterxml.classmate:ResolvedTypeWithMembers:public:java.lang.Object::resolveMethod:protected:1:com.fasterxml.classmate.members.RawMethod:com.fasterxml.classmate.members.ResolvedMethod::3PP
com.fasterxml.classmate:ResolvedTypeWithMembers:public:java.lang.Object::methodCanInherit:protected:1:java.lang.annotation.Annotation:boolean::3PP
com.fasterxml.classmate:ResolvedTypeWithMembers:public:java.lang.Object::parameterCanInherit:protected:1:java.lang.annotation.Annotation:boolean::3PP
com.fasterxml.classmate:ResolvedTypeWithMembers:public:java.lang.Object::<clinit>:static:0::void::3PP
com.fasterxml.classmate:TypeBindings:public,final:java.lang.Object::<init>:private:3:java.lang.String[],com.fasterxml.classmate.ResolvedType[],java.lang.String[]:void::3PP
com.fasterxml.classmate:TypeBindings:public,final:java.lang.Object::emptyBindings:public,static:0::com.fasterxml.classmate.TypeBindings::3PP
com.fasterxml.classmate:TypeBindings:public,final:java.lang.Object::create:public,static:2:java.lang.Class,java.util.List:com.fasterxml.classmate.TypeBindings::3PP
com.fasterxml.classmate:TypeBindings:public,final:java.lang.Object::create:public,static:2:java.lang.Class,com.fasterxml.classmate.ResolvedType[]:com.fasterxml.classmate.TypeBindings::3PP
com.fasterxml.classmate:TypeBindings:public,final:java.lang.Object::withUnboundVariable:public:1:java.lang.String:com.fasterxml.classmate.TypeBindings::3PP
com.fasterxml.classmate:TypeBindings:public,final:java.lang.Object::findBoundType:public:1:java.lang.String:com.fasterxml.classmate.ResolvedType::3PP
com.fasterxml.classmate:TypeBindings:public,final:java.lang.Object::isEmpty:public:0::boolean::3PP
com.fasterxml.classmate:TypeBindings:public,final:java.lang.Object::size:public:0::int::3PP
com.fasterxml.classmate:TypeBindings:public,final:java.lang.Object::getBoundName:public:1:int:java.lang.String::3PP
com.fasterxml.classmate:TypeBindings:public,final:java.lang.Object::getBoundType:public:1:int:com.fasterxml.classmate.ResolvedType::3PP
com.fasterxml.classmate:TypeBindings:public,final:java.lang.Object::getTypeParameters:public:0::java.util.List::3PP
com.fasterxml.classmate:TypeBindings:public,final:java.lang.Object::hasUnbound:public:1:java.lang.String:boolean::3PP
com.fasterxml.classmate:TypeBindings:public,final:java.lang.Object::toString:public:0::java.lang.String::3PP
com.fasterxml.classmate:TypeBindings:public,final:java.lang.Object::hashCode:public:0::int::3PP
com.fasterxml.classmate:TypeBindings:public,final:java.lang.Object::equals:public:1:java.lang.Object:boolean::3PP
com.fasterxml.classmate:TypeBindings:public,final:java.lang.Object::typeParameterArray:protected:0::com.fasterxml.classmate.ResolvedType[]::3PP
com.fasterxml.classmate:TypeBindings:public,final:java.lang.Object::<clinit>:static:0::void::3PP
com.fasterxml.classmate:TypeResolver:public:java.lang.Object:java.io.Serializable:<init>:public:0::void::3PP
com.fasterxml.classmate:TypeResolver:public:java.lang.Object:java.io.Serializable:<init>:public:1:com.fasterxml.classmate.util.ResolvedTypeCache:void::3PP
com.fasterxml.classmate:TypeResolver:public:java.lang.Object:java.io.Serializable:resolve:public,transient:2:java.lang.reflect.Type,java.lang.reflect.Type[]:com.fasterxml.classmate.ResolvedType::3PP
com.fasterxml.classmate:TypeResolver:public:java.lang.Object:java.io.Serializable:arrayType:public:1:java.lang.reflect.Type:com.fasterxml.classmate.types.ResolvedArrayType::3PP
com.fasterxml.classmate:TypeResolver:public:java.lang.Object:java.io.Serializable:resolve:public:2:com.fasterxml.classmate.TypeBindings,java.lang.reflect.Type:com.fasterxml.classmate.ResolvedType::3PP
com.fasterxml.classmate:TypeResolver:public:java.lang.Object:java.io.Serializable:resolveSubtype:public:2:com.fasterxml.classmate.ResolvedType,java.lang.Class:com.fasterxml.classmate.ResolvedType::3PP
com.fasterxml.classmate:TypeResolver:public:java.lang.Object:java.io.Serializable:isSelfReference:public,static:1:com.fasterxml.classmate.ResolvedType:boolean::3PP
com.fasterxml.classmate:TypeResolver:public:java.lang.Object:java.io.Serializable:_fromAny:private:3:com.fasterxml.classmate.util.ClassStack,java.lang.reflect.Type,com.fasterxml.classmate.TypeBindings:com.fasterxml.classmate.ResolvedType::3PP
com.fasterxml.classmate:TypeResolver:public:java.lang.Object:java.io.Serializable:_fromClass:private:3:com.fasterxml.classmate.util.ClassStack,java.lang.Class,com.fasterxml.classmate.TypeBindings:com.fasterxml.classmate.ResolvedType::3PP
com.fasterxml.classmate:TypeResolver:public:java.lang.Object:java.io.Serializable:_fromGenericType:private:3:com.fasterxml.classmate.util.ClassStack,com.fasterxml.classmate.GenericType,com.fasterxml.classmate.TypeBindings:com.fasterxml.classmate.ResolvedType::3PP
com.fasterxml.classmate:TypeResolver:public:java.lang.Object:java.io.Serializable:_constructType:private:3:com.fasterxml.classmate.util.ClassStack,java.lang.Class,com.fasterxml.classmate.TypeBindings:com.fasterxml.classmate.ResolvedType::3PP
com.fasterxml.classmate:TypeResolver:public:java.lang.Object:java.io.Serializable:_resolveSuperInterfaces:private:3:com.fasterxml.classmate.util.ClassStack,java.lang.Class,com.fasterxml.classmate.TypeBindings:com.fasterxml.classmate.ResolvedType[]::3PP
com.fasterxml.classmate:TypeResolver:public:java.lang.Object:java.io.Serializable:_resolveSuperClass:private:3:com.fasterxml.classmate.util.ClassStack,java.lang.Class,com.fasterxml.classmate.TypeBindings:com.fasterxml.classmate.ResolvedType::3PP
com.fasterxml.classmate:TypeResolver:public:java.lang.Object:java.io.Serializable:_fromParamType:private:3:com.fasterxml.classmate.util.ClassStack,java.lang.reflect.ParameterizedType,com.fasterxml.classmate.TypeBindings:com.fasterxml.classmate.ResolvedType::3PP
com.fasterxml.classmate:TypeResolver:public:java.lang.Object:java.io.Serializable:_fromArrayType:private:3:com.fasterxml.classmate.util.ClassStack,java.lang.reflect.GenericArrayType,com.fasterxml.classmate.TypeBindings:com.fasterxml.classmate.ResolvedType::3PP
com.fasterxml.classmate:TypeResolver:public:java.lang.Object:java.io.Serializable:_fromWildcard:private:3:com.fasterxml.classmate.util.ClassStack,java.lang.reflect.WildcardType,com.fasterxml.classmate.TypeBindings:com.fasterxml.classmate.ResolvedType::3PP
com.fasterxml.classmate:TypeResolver:public:java.lang.Object:java.io.Serializable:_fromVariable:private:3:com.fasterxml.classmate.util.ClassStack,java.lang.reflect.TypeVariable,com.fasterxml.classmate.TypeBindings:com.fasterxml.classmate.ResolvedType::3PP
com.fasterxml.classmate:TypeResolver:public:java.lang.Object:java.io.Serializable:_resolveTypePlaceholders:private:2:com.fasterxml.classmate.ResolvedType,com.fasterxml.classmate.ResolvedType:void::3PP
com.fasterxml.classmate:TypeResolver:public:java.lang.Object:java.io.Serializable:_verifyAndResolve:private:2:com.fasterxml.classmate.ResolvedType,com.fasterxml.classmate.ResolvedType:boolean::3PP
com.fasterxml.classmate:TypeResolver:public:java.lang.Object:java.io.Serializable:<clinit>:static:0::void::3PP
com.fasterxml.classmate.members:HierarchicType:public,final:java.lang.Object::<init>:public:3:com.fasterxml.classmate.ResolvedType,boolean,int:void::3PP
com.fasterxml.classmate.members:HierarchicType:public,final:java.lang.Object::getType:public:0::com.fasterxml.classmate.ResolvedType::3PP
com.fasterxml.classmate.members:HierarchicType:public,final:java.lang.Object::getErasedType:public:0::java.lang.Class::3PP
com.fasterxml.classmate.members:HierarchicType:public,final:java.lang.Object::isMixin:public:0::boolean::3PP
com.fasterxml.classmate.members:HierarchicType:public,final:java.lang.Object::getPriority:public:0::int::3PP
com.fasterxml.classmate.members:HierarchicType:public,final:java.lang.Object::toString:public:0::java.lang.String::3PP
com.fasterxml.classmate.members:HierarchicType:public,final:java.lang.Object::hashCode:public:0::int::3PP
com.fasterxml.classmate.members:HierarchicType:public,final:java.lang.Object::equals:public:1:java.lang.Object:boolean::3PP
com.fasterxml.classmate.members:RawConstructor:public,final:com.fasterxml.classmate.members.RawMember::<init>:public:2:com.fasterxml.classmate.ResolvedType,java.lang.reflect.Constructor:void::3PP
