com.googlecode.ipv6:BitSetHelpers::java.lang.Object::<init>::0::void::3PP
com.googlecode.ipv6:BitSetHelpers::java.lang.Object::bitSetOf:static:2:long,long:java.util.BitSet::3PP
com.googlecode.ipv6:IPv6Address:public,final:java.lang.Object:java.lang.Comparable,java.io.Serializable:toInetAddress:public:0::java.net.InetAddress::3PP
com.googlecode.ipv6:IPv6Address:public,final:java.lang.Object:java.lang.Comparable,java.io.Serializable:fromByteArray:public,static:1:byte[]:com.googlecode.ipv6.IPv6Address::3PP
com.googlecode.ipv6:IPv6Address:public,final:java.lang.Object:java.lang.Comparable,java.io.Serializable:toByteArray:public:0::byte[]::3PP
com.googlecode.ipv6:IPv6Address:public,final:java.lang.Object:java.lang.Comparable,java.io.Serializable:fromBigInteger:public,static:1:java.math.BigInteger:com.googlecode.ipv6.IPv6Address::3PP
com.googlecode.ipv6:IPv6Address:public,final:java.lang.Object:java.lang.Comparable,java.io.Serializable:toBigInteger:public:0::java.math.BigInteger::3PP
com.googlecode.ipv6:IPv6Address:public,final:java.lang.Object:java.lang.Comparable,java.io.Serializable:add:public:1:int:com.googlecode.ipv6.IPv6Address::3PP
com.googlecode.ipv6:IPv6Address:public,final:java.lang.Object:java.lang.Comparable,java.io.Serializable:subtract:public:1:int:com.googlecode.ipv6.IPv6Address::3PP
com.googlecode.ipv6:IPv6Address:public,final:java.lang.Object:java.lang.Comparable,java.io.Serializable:maskWithNetworkMask:public:1:com.googlecode.ipv6.IPv6NetworkMask:com.googlecode.ipv6.IPv6Address::3PP
com.googlecode.ipv6:IPv6Address:public,final:java.lang.Object:java.lang.Comparable,java.io.Serializable:maximumAddressWithNetworkMask:public:1:com.googlecode.ipv6.IPv6NetworkMask:com.googlecode.ipv6.IPv6Address::3PP
com.googlecode.ipv6:IPv6Address:public,final:java.lang.Object:java.lang.Comparable,java.io.Serializable:setBit:public:1:int:com.googlecode.ipv6.IPv6Address::3PP
com.googlecode.ipv6:IPv6Address:public,final:java.lang.Object:java.lang.Comparable,java.io.Serializable:isIPv4Mapped:public:0::boolean::3PP
com.googlecode.ipv6:IPv6Address:public,final:java.lang.Object:java.lang.Comparable,java.io.Serializable:isMulticast:public:0::boolean::3PP
com.googlecode.ipv6:IPv6Address:public,final:java.lang.Object:java.lang.Comparable,java.io.Serializable:isSiteLocal:public:0::boolean::3PP
com.googlecode.ipv6:IPv6Address:public,final:java.lang.Object:java.lang.Comparable,java.io.Serializable:isLinkLocal:public:0::boolean::3PP
com.googlecode.ipv6:IPv6Address:public,final:java.lang.Object:java.lang.Comparable,java.io.Serializable:toString:public:0::java.lang.String::3PP
com.googlecode.ipv6:IPv6Address:public,final:java.lang.Object:java.lang.Comparable,java.io.Serializable:toIPv4MappedAddressString:private:0::java.lang.String::3PP
com.googlecode.ipv6:IPv6Address:public,final:java.lang.Object:java.lang.Comparable,java.io.Serializable:toShortHandNotationString:private:0::java.lang.String::3PP
com.googlecode.ipv6:IPv6Address:public,final:java.lang.Object:java.lang.Comparable,java.io.Serializable:toArrayOfShortStrings:private:0::java.lang.String[]::3PP
com.googlecode.ipv6:IPv6Address:public,final:java.lang.Object:java.lang.Comparable,java.io.Serializable:toLongString:public:0::java.lang.String::3PP
com.googlecode.ipv6:IPv6Address:public,final:java.lang.Object:java.lang.Comparable,java.io.Serializable:toArrayOfZeroPaddedstrings:private:0::java.lang.String[]::3PP
com.googlecode.ipv6:IPv6Address:public,final:java.lang.Object:java.lang.Comparable,java.io.Serializable:toShortArray:private:0::short[]::3PP
com.googlecode.ipv6:IPv6Address:public,final:java.lang.Object:java.lang.Comparable,java.io.Serializable:startAndLengthOfLongestRunOfZeroes::0::int[]::3PP
com.googlecode.ipv6:IPv6Address:public,final:java.lang.Object:java.lang.Comparable,java.io.Serializable:countConsecutiveZeroes:private:2:short[],int:int::3PP
com.googlecode.ipv6:IPv6Address:public,final:java.lang.Object:java.lang.Comparable,java.io.Serializable:equals:public:1:java.lang.Object:boolean::3PP
com.googlecode.ipv6:IPv6Address:public,final:java.lang.Object:java.lang.Comparable,java.io.Serializable:hashCode:public:0::int::3PP
com.googlecode.ipv6:IPv6Address:public,final:java.lang.Object:java.lang.Comparable,java.io.Serializable:compareTo:public:1:com.googlecode.ipv6.IPv6Address:int::3PP
com.googlecode.ipv6:IPv6Address:public,final:java.lang.Object:java.lang.Comparable,java.io.Serializable:getHighBits:public:0::long::3PP
com.googlecode.ipv6:IPv6Address:public,final:java.lang.Object:java.lang.Comparable,java.io.Serializable:getLowBits:public:0::long::3PP
com.googlecode.ipv6:IPv6Address:public,final:java.lang.Object:java.lang.Comparable,java.io.Serializable:numberOfTrailingZeroes:public:0::int::3PP
com.googlecode.ipv6:IPv6Address:public,final:java.lang.Object:java.lang.Comparable,java.io.Serializable:numberOfTrailingOnes:public:0::int::3PP
com.googlecode.ipv6:IPv6Address:public,final:java.lang.Object:java.lang.Comparable,java.io.Serializable:numberOfLeadingZeroes:public:0::int::3PP
com.googlecode.ipv6:IPv6Address:public,final:java.lang.Object:java.lang.Comparable,java.io.Serializable:numberOfLeadingOnes:public:0::int::3PP
com.googlecode.ipv6:IPv6Address:public,final:java.lang.Object:java.lang.Comparable,java.io.Serializable:compareTo:public,volatile:1:java.lang.Object:int::3PP
com.googlecode.ipv6:IPv6Address:public,final:java.lang.Object:java.lang.Comparable,java.io.Serializable:<clinit>:static:0::void::3PP
com.googlecode.ipv6:IPv6AddressPool:public,final:java.lang.Object:java.io.Serializable:fromRangeAndSubnet:public,static:2:com.googlecode.ipv6.IPv6AddressRange,com.googlecode.ipv6.IPv6NetworkMask:com.googlecode.ipv6.IPv6AddressPool::3PP
com.googlecode.ipv6:IPv6AddressPool:public,final:java.lang.Object:java.io.Serializable:<init>:private:4:com.googlecode.ipv6.IPv6AddressRange,com.googlecode.ipv6.IPv6NetworkMask,java.util.SortedSet,com.googlecode.ipv6.IPv6Network:void::3PP
com.googlecode.ipv6:IPv6AddressPool:public,final:java.lang.Object:java.io.Serializable:validateFreeRanges:private:2:com.googlecode.ipv6.IPv6AddressRange,java.util.SortedSet:void::3PP
com.googlecode.ipv6:IPv6AddressPool:public,final:java.lang.Object:java.io.Serializable:checkWithinBounds:private:2:com.googlecode.ipv6.IPv6AddressRange,java.util.SortedSet:boolean::3PP
com.googlecode.ipv6:IPv6AddressPool:public,final:java.lang.Object:java.io.Serializable:validateRangeIsMultipleOfSubnetsOfGivenSize:private:2:com.googlecode.ipv6.IPv6AddressRange,com.googlecode.ipv6.IPv6NetworkMask:void::3PP
com.googlecode.ipv6:IPv6AddressPool:public,final:java.lang.Object:java.io.Serializable:getLastAllocated:public:0::com.googlecode.ipv6.IPv6Network::3PP
com.googlecode.ipv6:IPv6AddressPool:public,final:java.lang.Object:java.io.Serializable:allocate:public:0::com.googlecode.ipv6.IPv6AddressPool::3PP
com.googlecode.ipv6:IPv6AddressPool:public,final:java.lang.Object:java.io.Serializable:allocate:public:1:com.googlecode.ipv6.IPv6Network:com.googlecode.ipv6.IPv6AddressPool::3PP
com.googlecode.ipv6:IPv6AddressPool:public,final:java.lang.Object:java.io.Serializable:findFreeRangeContaining:private:1:com.googlecode.ipv6.IPv6Network:com.googlecode.ipv6.IPv6AddressRange::3PP
com.googlecode.ipv6:IPv6AddressPool:public,final:java.lang.Object:java.io.Serializable:doAllocate:private:2:com.googlecode.ipv6.IPv6Network,com.googlecode.ipv6.IPv6AddressRange:com.googlecode.ipv6.IPv6AddressPool::3PP
com.googlecode.ipv6:IPv6AddressPool:public,final:java.lang.Object:java.io.Serializable:deAllocate:public:1:com.googlecode.ipv6.IPv6Network:com.googlecode.ipv6.IPv6AddressPool::3PP
com.googlecode.ipv6:IPv6AddressPool:public,final:java.lang.Object:java.io.Serializable:findFreeRangeBefore:private:1:com.googlecode.ipv6.IPv6Network:com.googlecode.ipv6.IPv6AddressRange::3PP
com.googlecode.ipv6:IPv6AddressPool:public,final:java.lang.Object:java.io.Serializable:findFreeRangeAfter:private:1:com.googlecode.ipv6.IPv6Network:com.googlecode.ipv6.IPv6AddressRange::3PP
com.googlecode.ipv6:IPv6AddressPool:public,final:java.lang.Object:java.io.Serializable:isExhausted:public:0::boolean::3PP
com.googlecode.ipv6:IPv6AddressPool:public,final:java.lang.Object:java.io.Serializable:isFree:public:1:com.googlecode.ipv6.IPv6Network:boolean::3PP
com.googlecode.ipv6:IPv6AddressPool:public,final:java.lang.Object:java.io.Serializable:freeNetworks:public:0::java.lang.Iterable::3PP
com.googlecode.ipv6:IPv6AddressPool:public,final:java.lang.Object:java.io.Serializable:equals:public:1:java.lang.Object:boolean::3PP
com.googlecode.ipv6:IPv6AddressPool:public,final:java.lang.Object:java.io.Serializable:hashCode:public:0::int::3PP
com.googlecode.ipv6:IPv6AddressPool:public,final:java.lang.Object:java.io.Serializable:contains:public:1:com.googlecode.ipv6.IPv6Address:boolean::3PP
com.googlecode.ipv6:IPv6AddressPool:public,final:java.lang.Object:java.io.Serializable:contains:public:1:com.googlecode.ipv6.IPv6AddressRange:boolean::3PP
com.googlecode.ipv6:IPv6AddressPool:public,final:java.lang.Object:java.io.Serializable:overlaps:public:1:com.googlecode.ipv6.IPv6AddressRange:boolean::3PP
com.googlecode.ipv6:IPv6AddressPool:public,final:java.lang.Object:java.io.Serializable:getFirst:public:0::com.googlecode.ipv6.IPv6Address::3PP
com.googlecode.ipv6:IPv6AddressPool:public,final:java.lang.Object:java.io.Serializable:getLast:public:0::com.googlecode.ipv6.IPv6Address::3PP
com.googlecode.ipv6:IPv6AddressPool:public,final:java.lang.Object:java.io.Serializable:toString:public:0::java.lang.String::3PP
com.googlecode.ipv6:IPv6AddressPool:public,final:java.lang.Object:java.io.Serializable:toLongString:public:0::java.lang.String::3PP
com.googlecode.ipv6:IPv6AddressPool:public,final:java.lang.Object:java.io.Serializable:access$000:static:1:com.googlecode.ipv6.IPv6AddressPool:com.googlecode.ipv6.IPv6Network::3PP
com.googlecode.ipv6:IPv6AddressPool:public,final:java.lang.Object:java.io.Serializable:<clinit>:static:0::void::3PP
com.googlecode.ipv6:IPv6AddressPool$1$1::java.lang.Object:java.util.Iterator:<init>::1:com.googlecode.ipv6.IPv6AddressPool$1:void::3PP
com.googlecode.ipv6:IPv6AddressPool$1$1::java.lang.Object:java.util.Iterator:hasNext:public:0::boolean::3PP
com.googlecode.ipv6:IPv6AddressPool$1$1::java.lang.Object:java.util.Iterator:next:public:0::com.googlecode.ipv6.IPv6Network::3PP
com.googlecode.ipv6:IPv6AddressPool$1$1::java.lang.Object:java.util.Iterator:remove:public:0::void::3PP
com.googlecode.ipv6:IPv6AddressPool$1$1::java.lang.Object:java.util.Iterator:next:public,volatile:0::java.lang.Object::3PP
com.googlecode.ipv6:IPv6NetworkHelpers:public:java.lang.Object::<init>:public:0::void::3PP
com.googlecode.ipv6:IPv6NetworkHelpers:public:java.lang.Object::longestPrefixLength:static:2:com.googlecode.ipv6.IPv6Address,com.googlecode.ipv6.IPv6Address:int::3PP
com.googlecode.ipv6:IPv6NetworkHelpers:public:java.lang.Object::countLeadingSimilarBits:private,static:2:java.util.BitSet,java.util.BitSet:int::3PP
com.googlecode.ipv6:IPv6AddressRange$IPv6AddressRangeIterator:final:java.lang.Object:java.util.Iterator:<init>:private:1:com.googlecode.ipv6.IPv6AddressRange:void::3PP
com.googlecode.ipv6:IPv6AddressRange$IPv6AddressRangeIterator:final:java.lang.Object:java.util.Iterator:hasNext:public:0::boolean::3PP
com.googlecode.ipv6:IPv6AddressRange$IPv6AddressRangeIterator:final:java.lang.Object:java.util.Iterator:next:public:0::com.googlecode.ipv6.IPv6Address::3PP
com.googlecode.ipv6:IPv6AddressRange$IPv6AddressRangeIterator:final:java.lang.Object:java.util.Iterator:remove:public:0::void::3PP
com.googlecode.ipv6:IPv6AddressRange$IPv6AddressRangeIterator:final:java.lang.Object:java.util.Iterator:next:public,volatile:0::java.lang.Object::3PP
com.googlecode.ipv6:IPv6AddressRange$IPv6AddressRangeIterator:final:java.lang.Object:java.util.Iterator:<init>::2:com.googlecode.ipv6.IPv6AddressRange,com.googlecode.ipv6.IPv6AddressRange$1:void::3PP
com.googlecode.ipv6:IPv6AddressRange:public:java.lang.Object:java.lang.Comparable,java.lang.Iterable,java.io.Serializable:<init>::2:com.googlecode.ipv6.IPv6Address,com.googlecode.ipv6.IPv6Address:void::3PP
com.googlecode.ipv6:IPv6AddressRange:public:java.lang.Object:java.lang.Comparable,java.lang.Iterable,java.io.Serializable:fromFirstAndLast:public,static:2:com.googlecode.ipv6.IPv6Address,com.googlecode.ipv6.IPv6Address:com.googlecode.ipv6.IPv6AddressRange::3PP
com.googlecode.ipv6:IPv6AddressRange:public:java.lang.Object:java.lang.Comparable,java.lang.Iterable,java.io.Serializable:contains:public:1:com.googlecode.ipv6.IPv6Address:boolean::3PP
com.googlecode.ipv6:IPv6AddressRange:public:java.lang.Object:java.lang.Comparable,java.lang.Iterable,java.io.Serializable:contains:public:1:com.googlecode.ipv6.IPv6AddressRange:boolean::3PP
com.googlecode.ipv6:IPv6AddressRange:public:java.lang.Object:java.lang.Comparable,java.lang.Iterable,java.io.Serializable:overlaps:public:1:com.googlecode.ipv6.IPv6AddressRange:boolean::3PP
com.googlecode.ipv6:IPv6AddressRange:public:java.lang.Object:java.lang.Comparable,java.lang.Iterable,java.io.Serializable:iterator:public:0::java.util.Iterator::3PP
com.googlecode.ipv6:IPv6AddressRange:public:java.lang.Object:java.lang.Comparable,java.lang.Iterable,java.io.Serializable:size:public:0::java.math.BigInteger::3PP
com.googlecode.ipv6:IPv6AddressRange:public:java.lang.Object:java.lang.Comparable,java.lang.Iterable,java.io.Serializable:toSubnets:public:0::java.util.Iterator::3PP
com.googlecode.ipv6:IPv6AddressRange:public:java.lang.Object:java.lang.Comparable,java.lang.Iterable,java.io.Serializable:remove:public:1:com.googlecode.ipv6.IPv6Address:java.util.List::3PP
com.googlecode.ipv6:IPv6AddressRange:public:java.lang.Object:java.lang.Comparable,java.lang.Iterable,java.io.Serializable:extend:public:1:com.googlecode.ipv6.IPv6Address:com.googlecode.ipv6.IPv6AddressRange::3PP
com.googlecode.ipv6:IPv6AddressRange:public:java.lang.Object:java.lang.Comparable,java.lang.Iterable,java.io.Serializable:remove:public:1:com.googlecode.ipv6.IPv6Network:java.util.List::3PP
com.googlecode.ipv6:IPv6AddressRange:public:java.lang.Object:java.lang.Comparable,java.lang.Iterable,java.io.Serializable:toString:public:0::java.lang.String::3PP
com.googlecode.ipv6:IPv6AddressRange:public:java.lang.Object:java.lang.Comparable,java.lang.Iterable,java.io.Serializable:toLongString:public:0::java.lang.String::3PP
com.googlecode.ipv6:IPv6AddressRange:public:java.lang.Object:java.lang.Comparable,java.lang.Iterable,java.io.Serializable:compareTo:public:1:com.googlecode.ipv6.IPv6AddressRange:int::3PP
com.googlecode.ipv6:IPv6AddressRange:public:java.lang.Object:java.lang.Comparable,java.lang.Iterable,java.io.Serializable:equals:public:1:java.lang.Object:boolean::3PP
com.googlecode.ipv6:IPv6AddressRange:public:java.lang.Object:java.lang.Comparable,java.lang.Iterable,java.io.Serializable:hashCode:public:0::int::3PP
com.googlecode.ipv6:IPv6AddressRange:public:java.lang.Object:java.lang.Comparable,java.lang.Iterable,java.io.Serializable:getFirst:public:0::com.googlecode.ipv6.IPv6Address::3PP
com.googlecode.ipv6:IPv6AddressRange:public:java.lang.Object:java.lang.Comparable,java.lang.Iterable,java.io.Serializable:getLast:public:0::com.googlecode.ipv6.IPv6Address::3PP
com.googlecode.ipv6:IPv6AddressRange:public:java.lang.Object:java.lang.Comparable,java.lang.Iterable,java.io.Serializable:compareTo:public,volatile:1:java.lang.Object:int::3PP
com.googlecode.ipv6:IPv6AddressRange:public:java.lang.Object:java.lang.Comparable,java.lang.Iterable,java.io.Serializable:access$200:static:1:com.googlecode.ipv6.IPv6AddressRange:com.googlecode.ipv6.IPv6Address::3PP
com.googlecode.ipv6:IPv6AddressRange:public:java.lang.Object:java.lang.Comparable,java.lang.Iterable,java.io.Serializable:access$300:static:1:com.googlecode.ipv6.IPv6AddressRange:com.googlecode.ipv6.IPv6Address::3PP
com.googlecode.ipv6:IPv6Network$IPv6NetworkSplitsIterator:final:java.lang.Object:java.util.Iterator:<init>:public:2:com.googlecode.ipv6.IPv6Network,com.googlecode.ipv6.IPv6NetworkMask:void::3PP
com.googlecode.ipv6:IPv6Network$IPv6NetworkSplitsIterator:final:java.lang.Object:java.util.Iterator:hasNext:public:0::boolean::3PP
com.googlecode.ipv6:IPv6Network$IPv6NetworkSplitsIterator:final:java.lang.Object:java.util.Iterator:next:public:0::com.googlecode.ipv6.IPv6Network::3PP
com.googlecode.ipv6:IPv6Network$IPv6NetworkSplitsIterator:final:java.lang.Object:java.util.Iterator:calculateNext:private:1:com.googlecode.ipv6.IPv6Network:com.googlecode.ipv6.IPv6Network::3PP
com.googlecode.ipv6:IPv6Network$IPv6NetworkSplitsIterator:final:java.lang.Object:java.util.Iterator:remove:public:0::void::3PP
com.googlecode.ipv6:IPv6Network$IPv6NetworkSplitsIterator:final:java.lang.Object:java.util.Iterator:next:public,volatile:0::java.lang.Object::3PP
com.googlecode.ipv6:IPv6AddressPool$1::java.lang.Object:java.lang.Iterable:<init>::1:com.googlecode.ipv6.IPv6AddressPool:void::3PP
com.googlecode.ipv6:IPv6AddressPool$1::java.lang.Object:java.lang.Iterable:iterator:public:0::java.util.Iterator::3PP
com.googlecode.ipv6:IPv6Network:public,final:com.googlecode.ipv6.IPv6AddressRange::<init>:private:2:com.googlecode.ipv6.IPv6Address,com.googlecode.ipv6.IPv6NetworkMask:void::3PP
com.googlecode.ipv6:IPv6Network:public,final:com.googlecode.ipv6.IPv6AddressRange::fromAddressAndMask:public,static:2:com.googlecode.ipv6.IPv6Address,com.googlecode.ipv6.IPv6NetworkMask:com.googlecode.ipv6.IPv6Network::3PP
com.googlecode.ipv6:IPv6Network:public,final:com.googlecode.ipv6.IPv6AddressRange::fromTwoAddresses:public,static:2:com.googlecode.ipv6.IPv6Address,com.googlecode.ipv6.IPv6Address:com.googlecode.ipv6.IPv6Network::3PP
com.googlecode.ipv6:IPv6Network:public,final:com.googlecode.ipv6.IPv6AddressRange::fromString:public,static:1:java.lang.String:com.googlecode.ipv6.IPv6Network::3PP
com.googlecode.ipv6:IPv6Network:public,final:com.googlecode.ipv6.IPv6AddressRange::parseNetworkAddress:private,static:1:java.lang.String:java.lang.String::3PP
com.googlecode.ipv6:IPv6Network:public,final:com.googlecode.ipv6.IPv6AddressRange::parsePrefixLength:private,static:1:java.lang.String:int::3PP
com.googlecode.ipv6:IPv6Network:public,final:com.googlecode.ipv6.IPv6AddressRange::split:public:1:com.googlecode.ipv6.IPv6NetworkMask:java.util.Iterator::3PP
com.googlecode.ipv6:IPv6Network:public,final:com.googlecode.ipv6.IPv6AddressRange::toString:public:0::java.lang.String::3PP
com.googlecode.ipv6:IPv6Network:public,final:com.googlecode.ipv6.IPv6AddressRange::toLongString:public:0::java.lang.String::3PP
com.googlecode.ipv6:IPv6Network:public,final:com.googlecode.ipv6.IPv6AddressRange::equals:public:1:java.lang.Object:boolean::3PP
com.googlecode.ipv6:IPv6Network:public,final:com.googlecode.ipv6.IPv6AddressRange::hashCode:public:0::int::3PP
com.googlecode.ipv6:IPv6Network:public,final:com.googlecode.ipv6.IPv6AddressRange::getNetmask:public:0::com.googlecode.ipv6.IPv6NetworkMask::3PP
com.googlecode.ipv6:IPv6Network:public,final:com.googlecode.ipv6.IPv6AddressRange::access$000:static:1:com.googlecode.ipv6.IPv6Network:com.googlecode.ipv6.IPv6Address::3PP
com.googlecode.ipv6:IPv6Network:public,final:com.googlecode.ipv6.IPv6AddressRange::<clinit>:static:0::void::3PP
